0,0.76555,0.39466,0.7
1,0.68879,0.42688,0.71684
2,0.62465,0.45668,0.73716
3,0.56492,0.48223,0.76072
4,0.5065,0.50095,0.78715
5,0.44926,0.50976,0.81581
6,0.39533,0.5056,0.84577
7,0.34878,0.48693,0.87568
8,0.31439,0.45411,0.90385
9,0.29731,0.4104,0.92834
10,0.30477,0.36356,0.94747
11,0.34079,0.32029,0.96027
12,0.40427,0.28489,0.96663
13,0.48951,0.25797,0.96743
14,0.5808,0.23792,0.96383
15,0.66375,0.22301,0.95671
16,0.72796,0.21152,0.94685
17,0.77202,0.20227,0.93491
18,0.80105,0.19455,0.9213
19,0.81952,0.18807,0.90636
20,0.83169,0.18264,0.89037
21,0.84016,0.1782,0.8736
22,0.84608,0.17473,0.8563
23,0.85046,0.17224,0.83871
24,0.8533,0.17075,0.82107
25,0.85519,0.17028,0.8036
26,0.85608,0.17085,0.7865
27,0.85582,0.17249,0.76999
28,0.85464,0.17526,0.75425
29,0.85255,0.17918,0.73945
30,0.84934,0.18432,0.72576
31,0.84494,0.19075,0.71333
32,0.83935,0.19854,0.70232
33,0.83266,0.20775,0.69286
34,0.8246,0.21847,0.6851
35,0.81488,0.2308,0.67916
36,0.80333,0.24481,0.67518
37,0.78985,0.26055,0.67329
38,0.77447,0.27801,0.67362
39,0.75708,0.29708,0.67632
40,0.73726,0.31774,0.68149
41,0.71472,0.33988,0.68924
42,0.68924,0.36313,0.69963
43,0.66074,0.38686,0.71273
44,0.62921,0.41019,0.72858
45,0.59474,0.43203,0.74717
46,0.55791,0.45098,0.76833
47,0.51984,0.46533,0.79179
48,0.4819,0.47337,0.81712
49,0.4457,0.47338,0.84368
50,0.41439,0.46443,0.87063
51,0.39173,0.44677,0.89693
52,0.38086,0.42189,0.92149
53,0.38511,0.39271,0.94324
54,0.40737,0.36279,0.96134
55,0.44712,0.33489,0.97538
56,0.5009,0.31065,0.98537
57,0.5617,0.29017,0.99162
58,0.62175,0.27299,0.99448
59,0.67442,0.2583,0.99429
60,0.7167,0.24533,0.99135
61,0.74886,0.23361,0.98589
62,0.77341,0.22283,0.97813
63,0.79199,0.21289,0.96821
64,0.80637,0.20375,0.95632
65,0.81839,0.19539,0.94267
66,0.82809,0.18789,0.92746
67,0.83645,0.18128,0.91093
68,0.84353,0.1756,0.89333
69,0.84921,0.17089,0.87493
70,0.85407,0.16716,0.85598
71,0.85797,0.16445,0.83675
72,0.86062,0.16279,0.81748
73,0.86232,0.16218,0.79842
74,0.86335,0.16266,0.77979
75,0.8633,0.16425,0.7618
76,0.86201,0.16702,0.74465
77,0.85972,0.17099,0.72851
78,0.85665,0.17623,0.71357
79,0.85241,0.18281,0.69996
80,0.84676,0.19083,0.68786
81,0.83966,0.20038,0.67739
82,0.83125,0.21155,0.6687
83,0.82151,0.22442,0.66193
84,0.80992,0.23913,0.65721
85,0.79608,0.25579,0.65467
