0,0.76562,0.3947,0.7
1,0.69466,0.41239,0.70669
2,0.6375,0.44532,0.72673
3,0.57668,0.47323,0.75382
4,0.5207,0.50894,0.79705
5,0.45949,0.50617,0.81962
6,0.40629,0.49589,0.85619
7,0.35729,0.48728,0.88576
8,0.30943,0.47515,0.91541
9,0.28785,0.43706,0.93187
10,0.26639,0.39219,0.97022
11,0.26777,0.32948,0.98222
12,0.31617,0.27336,1.0001
13,0.39565,0.23106,1.0058
14,0.49724,0.19571,0.98464
15,0.64193,0.16648,0.95048
16,0.74165,0.15288,0.93184
17,0.81693,0.14999,0.90407
18,0.8558,0.13149,0.87512
19,0.87838,0.12824,0.82969
20,0.89109,0.13645,0.80274
21,0.88389,0.13558,0.77779
22,0.87693,0.13031,0.73856
23,0.87934,0.13455,0.70414
24,0.86963,0.14902,0.69589
25,0.86652,0.15168,0.66468
26,0.86832,0.16557,0.64598
27,0.85343,0.18083,0.61459
28,0.84515,0.18034,0.59534
29,0.83902,0.19631,0.57596
30,0.82942,0.21375,0.57174
31,0.81964,0.24381,0.56132
32,0.80866,0.26375,0.56891
33,0.77194,0.29311,0.57542
34,0.74815,0.31987,0.57008
35,0.71846,0.35909,0.58003
36,0.67572,0.38307,0.56612
37,0.63551,0.41081,0.59173
38,0.59689,0.44347,0.62179
39,0.55555,0.50969,0.63384
40,0.46749,0.53925,0.66166
41,0.39281,0.58095,0.69548
42,0.30657,0.58836,0.73143
43,0.23065,0.55264,0.78316
44,0.15183,0.47297,0.80609
45,0.11299,0.37338,0.84541
46,0.10877,0.27928,0.84197
47,0.12055,0.21253,0.84696
48,0.1542,0.15139,0.82646
49,0.26024,0.11311,0.80766
50,0.43464,0.11161,0.76495
51,0.59192,0.12883,0.75146
52,0.71802,0.11238,0.73218
53,0.79396,0.12681,0.71123
54,0.8583,0.14103,0.69565
55,0.86175,0.1329,0.67195
56,0.87162,0.13579,0.64199
57,0.8794,0.14947,0.65728
58,0.86774,0.17371,0.63328
59,0.84063,0.20113,0.6262
60,0.83159,0.22566,0.62264
61,0.80122,0.26137,0.60407
62,0.78219,0.28542,0.60758
63,0.73915,0.32291,0.61067
64,0.70725,0.35552,0.6032
65,0.66064,0.39734,0.6153
66,0.62612,0.43876,0.63438
67,0.58978,0.49393,0.65197
68,0.51315,0.54263,0.68009
69,0.43032,0.55396,0.72678
70,0.35316,0.55935,0.75399
71,0.2839,0.51794,0.7829
72,0.23756,0.48262,0.82067
73,0.1968,0.39329,0.83004
74,0.18275,0.31873,0.84293
75,0.2101,0.2683,0.843
76,0.281,0.23244,0.82445
77,0.37997,0.20414,0.80438
78,0.50819,0.18632,0.8064
79,0.64094,0.1829,0.78958
80,0.73426,0.19177,0.77684
81,0.79684,0.18783,0.75183
82,0.82154,0.19606,0.7364
83,0.82893,0.19377,0.73065
84,0.83983,0.19397,0.72782
85,0.82559,0.20477,0.70455
86,0.81663,0.21893,0.69392
87,0.80137,0.22614,0.67843
88,0.78969,0.2452,0.67569
89,0.78571,0.25771,0.67638
90,0.77197,0.27188,0.66834
91,0.74817,0.28741,0.67415
92,0.73167,0.31336,0.68625
93,0.72347,0.31871,0.70421
94,0.69434,0.3336,0.72078
95,0.69078,0.35655,0.7393
96,0.65754,0.37486,0.76827
97,0.63743,0.38912,0.78514
98,0.6171,0.37696,0.81829
99,0.60623,0.37784,0.82388
100,0.60378,0.37799,0.83724
101,0.59582,0.39253,0.84667
102,0.58713,0.38976,0.85667
103,0.57496,0.40372,0.874
104,0.56349,0.41311,0.89715
105,0.54777,0.40327,0.93344
106,0.55095,0.4025,0.94614
107,0.55432,0.41378,0.96371
108,0.54111,0.40993,0.99475
109,0.53119,0.39808,1.0123
110,0.51856,0.3567,1.0391
111,0.54424,0.33124,1.0539
112,0.60045,0.29886,1.0803
113,0.62668,0.26361,1.082
114,0.69352,0.24071,1.0969
115,0.74641,0.24533,1.0827
116,0.76647,0.22873,1.0774
117,0.78509,0.20732,1.0675
118,0.80599,0.17853,1.0515
119,0.82869,0.18208,1.0357
120,0.84136,0.17773,1.0094
121,0.85809,0.16456,0.98695
122,0.86809,0.14206,0.95601
123,0.88547,0.104,0.92933
124,0.89713,0.10966,0.9034
125,0.9123,0.095425,0.87254
126,0.91822,0.10539,0.84847
127,0.92361,0.088359,0.80477
128,0.92986,0.090769,0.76649
129,0.93747,0.078227,0.7353
130,0.92253,0.076188,0.70106
131,0.92917,0.071218,0.66675
132,0.93368,0.061071,0.61413
133,0.94307,0.068078,0.58651
134,0.93402,0.082817,0.5633
135,0.94072,0.10132,0.5305
136,0.91235,0.10702,0.51952
137,0.90159,0.13373,0.50266
138,0.88189,0.13726,0.47873
139,0.87876,0.15242,0.46739
140,0.87023,0.1813,0.45575
141,0.86187,0.20134,0.45534
142,0.85645,0.23255,0.46271
143,0.79594,0.27267,0.46516
144,0.77141,0.30426,0.45734
145,0.74608,0.34777,0.4725
146,0.7,0.39112,0.48197
147,0.65717,0.4375,0.4893
148,0.60348,0.49739,0.53357
149,0.5114,0.55623,0.54818
150,0.41144,0.59438,0.58426
151,0.30265,0.60996,0.62097
152,0.20316,0.57746,0.6525
153,0.12389,0.50242,0.68357
154,0.091972,0.39,0.70231
155,0.070578,0.26893,0.7228
156,0.091178,0.18935,0.70268
157,0.14993,0.13132,0.70473
158,0.25278,0.10862,0.67201
159,0.39676,0.10531,0.65483
160,0.58009,0.10037,0.62154
161,0.74446,0.087401,0.60337
162,0.85279,0.099846,0.56874
163,0.8866,0.093063,0.5462
164,0.88981,0.1109,0.51874
165,0.89655,0.11317,0.49838
166,0.87909,0.14269,0.48297
167,0.87588,0.16433,0.45485
168,0.8677,0.18525,0.45247
169,0.85014,0.19762,0.45278
170,0.83669,0.22397,0.45916
171,0.82171,0.24279,0.442
