1,AR(1)
200,0.963028596
205,0.961374525
210,0.962361156
215,0.96143331
220,0.960127552
225,0.959553946
230,0.959801365
235,0.960720782
240,0.958967396
245,0.960815403
250,0.956508738
255,0.954248804
260,0.952751189
265,0.954840071
270,0.953345673
275,0.953236248
280,0.952988012
285,0.950627532
290,0.95246797
295,0.954710754
300,0.959839851
305,0.946415516
310,0.915954298
315,0.915675667
320,0.924984834
325,0.903473035
330,0.902454075
335,0.894847206
340,0.909413453
345,0.874391489
350,0.880507627
355,0.908635171
360,0.912209704
365,0.927104749
370,0.923300518
375,0.928855222
380,0.929065589
385,0.931335556
390,0.938935182
395,0.935022876
400,0.939525422
405,0.947791479
410,0.946610173
415,0.948958627
420,0.946920281
425,0.948485861
430,0.947778976
435,0.950519389
440,0.952219067
445,0.949376678
450,0.940506229
455,0.941927341
460,0.947025176
465,0.945338363
470,0.936114629
475,0.935390249
480,0.947599482
485,0.940459549
490,0.94304201
495,0.942574066
500,0.940546885
505,0.942470836
510,0.930670501
515,0.936879185
520,0.939318639
525,0.941451995
530,0.941051124
535,0.947751785
540,0.945585675
545,0.945406211
550,0.940007562
555,0.939715971
560,0.949572141
565,0.955223776
570,0.94702075
575,0.945499895
580,0.948485679
585,0.999997057
590,0.969442204
595,0.971027464
600,0.969061737
605,0.969930057
610,0.967454328
615,0.969326218
620,0.970189861
625,0.969302237
630,0.972295337
635,0.970010591
640,0.970985872
645,0.966785183
650,0.966461443
655,0.971376812
660,0.972752664
665,0.967109244
670,0.966379178
675,0.966715087
680,0.967580842
685,0.966508679
690,0.978169388
695,0.960535494
700,0.958377717
705,0.954918218
710,0.956383222
715,0.953620689
720,0.954211925
725,0.954392534
730,0.965418798
735,0.963598889
740,0.959955691
745,0.955204839
750,0.956383577
755,0.957665256
760,0.967012044
765,0.956617209
770,0.949869786
775,0.955245544
780,0.953693705
785,0.949692419
790,0.946854152
795,0.945339483
800,0.950900349
805,0.948321667
810,0.952080274
815,0.954464303
820,0.950614282
825,0.959325136
830,0.954031347
835,0.953697835
840,0.943937784
845,0.941778637
850,0.943175659
855,0.94100582
860,0.934603278
865,0.93669706
870,0.939151664
875,0.948140456
880,0.934862049
885,0.932583164
890,0.927857626
895,0.929893498
